Name,Text
CHARLES, Yes. The clothes hamper was green. The clothes hamper was green! Drinks on me.
ROSA, [laughs] You're weird.
JAKE," Sorry this is taking so long. Still writing up my report. Pretty detailed. Hey, Gina, can you look up what the humidity was about an hour ago and also what moon cycle we're in?"
GINA," No, sorry. Don't feel like it, no."
JAKE," Thanks, Gina. And now to you. What's your name?"
PRIVILEGED KID," My name is Banana Fartman, MD."
JAKE," I don't believe you. Come on, man. Just tell me who you are. I need to fill this thing out perfectly, so my boss will get off my back. Are you a minor? How old are you?"
PRIVILEGED KID, I'm 610. I'm a highlander.
JAKE," Okay, you know what? I'm gonna put that in there. And then you're gonna be tried as an adult highlander. And they're gonna cut your head off. Is that what you want?"
CHARLES," I hate to be the bearer of bad news, but your psychic friend's predictions about the drug case were wrong, which means all of her predictions are wrong."
GINA, Mm-mm. No way. She's never wrong.
CHARLES," We found the cocaine behind a green hamper. Never said green or the letter ""H."""
GINA," Mm-hmm, she said ""blue"" and ""yellow,"" Charles. I don't know if there's any kindergarteners present, but those two colors combined make green. She also mentioned the letters ""L"" and ""B,"" and another name for a hamper is..."
CHARLES, Lady bin?
GINA," Laundry basket. Oh, little boo-boo. Can you go be depressed over there? You're bumming out my whole area."
TERRY," Baby, I've got some bad news. Someone painted a giant penis on our minivan. No, you cannot have an SUV now. Those things roll, baby. They roll!"
JAKE," Hey, look at this. Your prints were on file. Nice to meet you, Trevor Podolski. Oh, Podolski, just like Deputy Police Commissioner Podolski. Your father is Deputy Police Commissioner Podolski."
TREVOR," I'm not sure how things work here, but does that mean that your career is in my hands?"
JAKE," Okay, you know what? Yes."
AMY, 20.2 kilos. I feel like we could round up to 21.
GINA," Or we could round down to 20, take the extra 0.2, sell it to our friends."
AMY," I'll call the D.A. Rosa, you log this in. Charles, maybe watch Gina."
ROSA, So what are you doing tonight?
CHARLES, Nothing. What about you... are doing tonight?
ROSA, Nothing.
GINA, Carlene.
CHARLES," Whelp, I hope you find something to do. I'm gonna pee. That's what I'm doing tonight. No."
HOLT," Deputy Commissioner's son, huh? His decision to target cop cars makes a lot more sense now."
JAKE," We gotta let him walk, right?"
HOLT," He defaced nine police vehicles, and you caught him red-handed. Why would you let him walk?"
JAKE," Captain, I did all the work on this perfectly. [pulls up his report] I mean, my report has over 25 pages of meticulous research, diagrams, and maps. I even put an ""About the Author"" section on the back. [flips it to show a dramatic picture of him on the back] I did everything you asked me to do. But this is above my pay grade. You gotta make the call."
HOLT," You're the arresting office. It's your call. I told you to do every part of your job, and making this call is part of your job."
JAKE," Yeah, but you think I should process him."
HOLT, Mm-hmm.
JAKE," Well, if I do, the Deputy Commissioner could ruin my career, and I'll end up on the streets selling my beautiful body for a can of beans."
HOLT, Mm-hmm.
JAKE, Has anyone ever told you you look exactly like a statue?
HOLT, Yes.
CHARLES," Man, you were totally right about the cocaine, and you were also right about Rosa."
CARLENE, Who's Rosa?
CHARLES, The woman I--
GINA, The woman who doesn't love him back.
CARLENE, Oh.
CHARLES," Yes, that woman."
CARLENE," You know, it can be a burden to always know what's gonna happen in the future."
CARLENE, Don't get out of the chair! I just had a vision of you leaving this chair and getting seriously injured.
CHARLES," Oh, my god."
GINA, I should probably wheel you back to your desk.
CARLENE, That is a great idea.
GINA," Wheel you off a bridge. I'm kidding. Oh, you're alone. Uh-oh, you're alone for life."
JAKE," So here are my options. One, I process Podolski's kid, he fires me, and I spend the rest of my career as a detective, third grade, which is literally pathetic. No offense, Hitchcock."
HITCHCOCK, None taken.
JAKE," Option two, I let him walk, and I spend the rest of my life with Holt as my babysitter. Honestly, when I think about spending the rest of my life with a babysitter, she's kind of a cute blond named Erica, and she always has pizza money and lets me stay up as late as I want."
AMY, How old are you in this scenario?
JAKE," Anyway, the point is Holt cares more about whether I ""do my job right"" than whether I have a job at all. So I'm taking suggestions."
AMY," I say piss off Holt, so we get to watch your career end right in front of us."
JAKE," Okay, thank you for that, Santiago. [turns to his whiteboard and puts a mark under dont arrest'] I'm gonna put you down for ""don't arrest,"" and I'm also going to put your phone number on every urinal in Rikers."
ROSA," Don't arrest him. Just smack him. Hard. With a phone book on a body part no one can see, you know what I'm saying?"
JAKE, So you're suggesting police brutality?
ROSA," Ha, ha, I guess so, yeah. Why?"
JAKE," Hey, Scully."
SCULLY, Yeah?
JAKE," You want this collar? Paperwork's all done, and it's perfect."
SCULLY, The Podolski kid? Are you kidding? I just gave him my lunch.
JAKE," Okay. Boyle, what do you think?"
CHARLES," I don't know, man. I'm lost. The universe is a cruel and vexing puzzle. I-I'm at the whim of the cosmos."
JAKE," Alright, I'm gonna put you down for ""bummer."" And you can hang out in that category all by yourself."
GINA," Hey, everyone. Hey, Jake, there is a very sexy, angry official here, Deputy Commissioner Podolski. He's asking for you. Very angry. Elderly, sexy, furious. [walks away]"
JAKE," Well, my career is over. See you at the bottom, Hitchcock. No offense."
HITCHCOCK," No, none taken."
JAKE, Deputy Commissioner.
PODOLSKI, Where's my son?
JAKE," He is at my desk, enjoying a nice glass of bubbly water and some chocolate I was saving for a special occasion."
AMY," Hey, Peralta, when you're done, can you help me wrap up this massive cocaine bust I just pulled off? Thanks. Oh, Deputy Commissioner, didn't see you there. Sorry for interrupting. Amy Santiago."
PODOLSKI," Trevor, what'd you do this time?"
TREVOR, Nothing.
PODOLSKI, There you have it. He said he did nothing.
JAKE, So I caught him red-handed doing nothing?
PODOLSKI, I'm saying maybe it's a possibility you made a mistake.
JAKE," You know, normally, I would agree with you, but I've been pretty detail-oriented the last few hours."
PODOLSKI," You might not understand this, but Trevor is a special kid. He makes straight A's. He's going to Duke next year. Lacrosse scholarship."
JAKE, Oh.
PODOLSKI," Sometimes, boys just need to be boys."
JAKE," You do realize he did thousands of dollars worth of property damage, though, to police vehicles."
PODOLSKI," Look, I think we can all agree that I'm ordering you to let this slide because nothing happened. This is officially out of your hands."
JAKE," Would you actually mind just checking out my report? It's pretty thorough, and I spent over an hour on fonts. Kinda snazzy, so…"
PODOLSKI," Oh, thank you. I'll get right to it."
JAKE, Thanks.
PODOLSKI," Trevor, let's go."
JAKE, Have a good one.
CHARLES, Choo. [opens fridge] Yes.
ROSA, What's up with the chair?
CHARLES," Um, Carlene predicted if I get out of this chair, I'd get badly hurt, so I'm not chancing it. Oh, man. There's no more pudding cups left."
CHARLES, Ah! What'd you do that for?
ROSA," There. Now you're hurt in this chair. You can get hurt anywhere, Boyle. And if you do, it won't be because some shoe salesman predicted it. You make your own destiny."
JAKE," Well, we don't have to worry about Podolski's son anymore. The case is officially out of my hands. No charges filed."
HOLT, Why is there yogurt on this?
JAKE," The Deputy Commissioner threw my report in Terry's trash can, and he'd been eating yogurt earlier."
HOLT, Terry loves yogurt. Something wrong?
JAKE," Kinda, yeah. I called six precincts about this kid. He's been brought in a dozen times. Theft, vandalism, drunken disorderly, but he's never been processed. His daddy comes in and bails him out every time. He's a lucky little jerk."
HOLT," No, I wouldn't say he was lucky. I feel bad for this kid. I mean, what kind of father cares so little for his son that he lets him get away with everything? Well, he's someone else's problem now. Like you said, it's out of your hands."
JAKE," Alright, I see what you're trying to do, but it's not gonna work. I'm not going to arrest him. I'm going to arrest him!"
HOLT, You want backup?
JAKE, Yes.
PODOLSKI, What is this? You can't do this. Get that thing out of here.
JAKE," Excuse me, sir. Trevor Podolski, you're under arrest for vandalism and destruction of property."
TREVOR, What--Dad!
PODOLSKI," What are you doing? I told you to back off, Peralta."
JAKE," First off, the name's Santiago, Detective Amy Santiago. Second, I'm arresting your son, which, as I say it aloud, seems like an unwise choice, but it's the one I'm making. Once again, my name is Amy Santiago."
PODOLSKI," You're being stupid, Peralta. Don't be stupid. I can make your life miserable."
HOLT," Commissioner, please don't talk to my detective in that tone. If you have a complaint, you can take it up with me."
PODOLSKI," You just made yourself a very powerful enemy, Holt. I'm gonna be watching you, both of you, like a hawk."
HOLT," You're gonna have to try a little harder if you wanna scare me. I've been an openly gay cop since 1987, so you're not the first superior officer to threaten me. You know how I'm still standing here? Cause I do my job, and I do it right. [walks back to police car]"
JAKE," Damn, son!"
HOLT," Don't say ""son."""
JAKE," Sorry. Deputy Commissioner, if you wanna pick Trevor up, he'll be at the Nine-Nine. [walks back to police car] Let's go, Fartman."
CHARLES," Carlene was wrong, Gina. Rosa said it herself-- I'm in charge of my own destiny. That means she wants me to make a move."
GINA," Mm, but Carlene was also right. You did get hurt cause Rosa punched you. And the fact that Rosa punched you means she does not like you."
CHARLES," No, no, she punched me to prove Carlene wrong."
ROSA, Move.
GINA," Oh, wait, I take it back. She definitely is into you. So much chemistry."
CHARLES," I know, it's crazy."
HOLT," Alright, let's get this meeting started."
JAKE, I'm not late. I'm here.Right on time.
HOLT," You're out of uniform, Peralta."
JAKE," Baby steps, Captain. Baby steps."
AMY," For the last time, the best cop movies, in order: Training Day, Lethal Weapon, and Fargo. End of discussion."
JAKE, Wrong. Die Hard is the best cop movie of all time. One cop heroically saving the day while everyone else stands around and watches. It's the story of my life.
CHARLES," I like Turner & Hooch. Tom Hanks, reluctant friendship with a dog. That hits me where I live."
ROSA, No. Robocop. It's got everything I like--gratuitous violence.
JAKE," Oh, I thought you were listing things."
ROSA, I was. I'm done.
JAKE, Okay.
GINA," Let's talk Bad Boys. That's the perfect cop movie. Mr. Smith, lookin' fine. A hot cup of tea leone. Come on."
TERRY, Francois Truffaut's Breathless. What? Terry likes foreign films.
JAKE," Mm-kay. There is a correct answer to this question, though. So gather around for the greatest cop film of all time. Please refrain from texting during our presentation. [clicks something on his computer and video feed pops up] All right, so there's Hitchcock. And there's an old hooker. There it is!"
HITCHCOCK," Come on, guys, that happened four years ago."
JAKE," Shh, this is the best part. She comes back, takes the wallet and here she goes!"
JAKE," Hey, love the sweater. Who you slayin' tonight, lady killer?"
CHARLES," Well, we shall see what we shall see."
JAKE," No, you're dressed exactly like The Lady Killer. "
CHARLES, Damn it! This is Jeffrey Dahmer's corduroys all over again.
TERRY," All right, let's get started. Scully. Where are you on digitizing the old case files?"
SCULLY," As of yesterday, I'm officially 1% done."
TERRY, Why are you smiling? That's nothin'.
SCULLY," There's thousands of cases, and for each one, I have to fill out 200 little box thingies on 50 different screens."
ROSA, At least you get to sit on your butt all day.
SCULLY, That's actually the worst part. My doctor said I have an anal canyon.
JAKE," Ugh, god, Scully. Why are you always telling us about your disgusting body?"
JAKE, I don't see anything.
SCULLY, That's because it's all wart.
JAKE, How are you married?
HOLT," Peralta, where are we on the Adams Street burglary?"
JAKE," We are very close, Captain. Aside from a complete absence of evidence, suspects, or leads. So, in conclusion, not at all close."
HOLT, And the Vickers Street aggravated assault?
JAKE," Stalled out, and the Calloway robbery also remains unsolved.. Due to a lack of solving it by me."
GINA, Sounds like someone's in a little bit of a slump.
JAKE, I'm not in a slump.
AMY, You're not?
JAKE," I don't slump, people. I opposite slump. I p-muls. That's ""slump"" backwards, and it's what I do. I p-muls all over this bitch."
TERRY, Dismissed.
AMY, Slump.
JAKE, P-muls!
JAKE," Wait...Before you say anything, I want to guess what happened, based on your face. Someone died. No! You won a prize! I'm not getting better at this."
HOLT, I'm concerned that the open cases mound of garbage on your desk has become so much higher than the closed cases mound of garbage.
JAKE," All right, sir. Let me hit you with a little analogy. Are you familiar with racecars?"
HOLT, Formula 1 or Stock?
JAKE," That's already way more than I know about it. The point is, I'm a super-awesome race car who's hit a couple of unlucky speed bumps."
HOLT, You got speed bumps on a race track?
JAKE," Is that not part of car racing? It should be. All I'm saying is, it's open road again. I'm about to close a case. Missing grandma Helen Sterrino. Last Sunday, her grandson Judd reported she went out for bagels and never came back. [hands report to Holt] This morning, we picked up an old lady matching her description exactly. I showed her pictures of Judd, and she said, and I quote, [imitating old lady] 'That's my grandson.'"
HOLT, What did I say about doing voices?
JAKE," I'm a storyteller, sir. It's my craft. [takes report back from Holt] Anyways, grandson's coming in. They reunite, and I throw another case on the old ""Solved it"" pile. [puts file on a stack of other files and it falls off his desk] Hey my croissant. [picks up croissant that was under the stacks of papers then bangs it on the desk, showing it's rock solid, and proceeds to eat it]"
AMY," You wanted to see me, Captain?"
HOLT," Yes, the D. A. wanted me to personally thank you for your work on the Jay Street drug bust."
AMY," That's why we do this, sir."
HOLT, For praise?
AMY, Uh...
HOLT, There's a community outreach program that's very important to me. I was wondering if you'd like to head it up.
AMY," Absolutely, sir. I won't just head it up, I will head and shoulders it up. I will dive in, swim around it, and just be altogether good with it."
HOLT, Be more articulate when you speak to the children.
AMY," Yes, sir, I will make better mouth."
CHARLES," Hey, Sarge, I need someone to fill out a lineup. Will you be Scary Terry?"
TERRY," Oh, I love being Scary Terry. He says what regular Terry's thinking."
TERRY, This is takin' too long! I'm gonna miss the farmer's market!
TERRY," But I'm too busy. I've got a special case I'm working on. Uh, Hitchcock, Boyle needs you to fill out a lineup."
HITCHCOCK," Oh, great. I'll take my shirt off."
CHARLES, No one asked you to take your shirt off. Stop volunteering to take your shirt off.
HITCHCOCK, I can't hear you! Shirt's over my ears.
AMY," Hi, Rosa. Ooh, I like your shoes. They're a really pretty--"
ROSA, What do you need?
AMY," --Color. Okay. You know how, every year, the precinct does that junior police program seminar?"
ROSA, That thing where we try to get a bunch of loser kids to become student snitches?
AMY," No, the thing where we try to get at-risk kids--"
ROSA, Losers.
AMY, To sign up to become junior police officers.
ROSA, Snitches. What about it?
AMY, Captain specifically asked me to run it this year. I signed you up to do it with me. Here's the info. [handing packet to Rosa]
ROSA, Now I gotta read something?
GINA, Greetings. Fine. I guess I can help you with those at-risk kids.
AMY," [scoffs] I don't need your help. It's nothing personal. It's just... You're not a cop, so I'm not really sure you could help."
GINA, Okay. No hard feelings. But I hate you. Not joking. Bye.
JAKE," Ah, Mr. and Mrs. Terrino. I'm glad you're here. May I present to you... [imitates trumpet fanfare while showing the family the old lady]"
OLD LADY," Oh, my darlings. Thank god I found you. Oh, look at those beautiful cheeks."
MR. TERRINO, I have no idea who this lady is. I've never seen her before in my life.
JAKE," What? No, she recognized you. This is Helen."
OLD LADY, Who's Helen? Oh! That's my husband. Solomon. [hugs Charles]
CHARLES, I'm--I'm not really her husband.
OLD LADY, You're so much shorter than you used to be. What did the Japanese do to you?
JAKE, Different generation.
CHARLES," Okay, this is Ethel Musterberg from the Prospect Heights Senior Center. There was an I.D. card in her back pocket."
TERRY, Why was your hand in her back pocket?
JAKE," Well, she told me she didn't have any I.D., and unlike Boyle, my first instinct was not to caress her butt."
CHARLES, Frisked! I frisked her butt!
HOLT," It looks like this case remains unsolved, Peralta."
JAKE," Oh, my god. I'm in a slump!"
JAKE," Oh, cool. You're all here in the break room."
ROSA, You asked us to come in here.
JAKE," What? Here's a hypothetical question. Let's say I knew someone that, for the first time in their career, was experiencing, like, a minor slump. What do you think you would suggest to that person if they were going through that?"
CHARLES," Well, I haven't really been in a slump since my divorce. So I'd tell this person, ""Maybe get divorced."" He'd have to get married first."
JAKE," Okay, so the suggestion to beat is get married and then divorced. Rosa?"
ROSA," Fly to Montreal, hit a classy hotel bar, bone a stranger, slump over."
JAKE," Wow, that sounds amazing."
ROSA, Yeah.
JAKE," That's a good one. Sarge, what would you do?"
TERRY," 10,000 sit-ups."
JAKE," Okay, do you have a backup plan in case my hypothetical person can only do 9,500, or 3?"
HOLT, What's going on in here?
CHARLES, We're helping Jake's friend get out of his slump.
HOLT," Or try working a case until it's solved, Peralta. I always find that closing cases is the best way to end the slump."
JAKE," Thank you, Captain!"
TERRY," He's right. You just need a win. Pick your easiest, no-brainer case, and work it till it's done."
JAKE, Fine! Right after I do Rosa's Montreal sex thing. That sounds fun.
ROSA, Yeah.
AMY," Okay, this is the Junior Police Program. AKA ""Mission Possible."" [clicks something and the TV starts playing spy music] Your mission, should you choose to accept it, [pointing at the kids as she walks back and forth] is to get your life back on track."
GINA, [coughs] Narc!
AMY," Hey, Gina. What are you doing?"
GINA," Oh, hi, Amy. Since I have nothing to offer, and since I'm not a cop, I thought I'd just show up and learn."
AMY, Do you wanna help me out here?
ROSA," Nah, I think I'm good."
AMY," I know you think getting in trouble is cool. But let me show you what can happen if you continue down this path. [using a different voice] Hey, yo, I'm an at-risk kid, and I think it's cool to sell drugs."
KID, Hold up--Why does the kid selling drugs sound like he's black?
AMY, He's not.
GINA," Well, why not? Are you saying that black people can't sell drugs?"
AMY," No, I'm not saying that."
KID, We have a black president. Why can't black people sell drugs?
AMY, I'm so confused.
GINA, Black people can sell drugs!
TERRY, [muffled grunting] Don't make me hit you again.
TERRY, Um...I'm building this dollhouse for my girls. It's their birthday tomorrow. I told my wife I'd get it done.
CHARLES, I had the same exact one when I was a kid!
LITTLE GIRL," Mom, Charles is hogging my doll house!"
KID CHARLES, Grandma bought it for the both of us!
CHARLES," You want some help, big man?"
TERRY," No! I can do this. It's just driving me a little crazy. Where do I affix the princess tower, Boyle?! Where do I affix it?!"
CHARLES, On the side of the turret--
TERRY," Not now, Boyle. Let a brother breathe. Let a brother breathe."
HITCHCOCK, Why would I swap cases with you? I got multiple calls that a guy in the Sackett Towers is dealing meth out of his apartment. It's a guaranteed arrest.
JAKE," And therefore will have a ton of paperwork. Which I know you hate. I have a murder here with no leads and no evidence. It's unsolvable, and thus... shall have no paperwork."
HITCHCOCK," You had me at ""No paperwork."""
JAKE," That was the very end of the sentence. All right, Boyle. Let's hit it."
HOLT," So, where are you going, Peralta?"
JAKE," I am on my way to ending the slump. I got a dunker, Captain. Nothin' but net."
CHARLES," Hey, slump, you're about to get nailed by the Jake Hammer."
HOLT," So you haven't solved any of your old cases, and yet you've taken on a new one. I mean, shouldn't you at least solve this Helen Sterrino missing grandmother case first?"
JAKE," Or I could solve a super easy one, get my mojo back, and move on to catching The Zodiac Killer. Am I getting ahead of myself?"
CHARLES," No, you are not, Jake Rabbit."
JAKE, I like Jake Hammer better. Let's go. Ah.
AMY, I did not think getting these kids to sign up would be this hard.
ROSA, [scoffs] These kids don't wanna listen to you. You're like... Smart and articulate.
AMY, So are you! Why am I offended by that?
ROSA," They don't identify with you because you're not from the streets. I am. Follow, watch, learn. All right, listen up. [rips earbuds out of two girls ears] I know you think you're badasses. But deep down, you're scared. How do I know? Because I've been that same scared kid, and if you don't get your crap together, I'm gonna end up busting you and throwing you in jail. Got it?"
KID," Remix, yo!"
ROSA, What's happening?
AMY, I think they're laughing at you.
ROSA, That's never happened before. I don't like it.
JAKE," NYPD, hands where I can see them."
OLD MAN," Don't shoot! I was just practicing my minuets, but I'll hold it down."
JAKE," All right, flute man, who else is in this apartment? Where's the dealer?"
FLUTE MAN, I live here alone with my birds.
JAKE," What, you don't think I know this M.O.? These are mules. They're drug mules. They're bird mule drugs. Drug bird mules."
CHARLES, Apartment's clear.
JAKE, We got multiple calls about a dealer here.
FLUTE MAN," I bet it's the silly kids down the hall. They love prank calling me. The only drugs in this apartment are for my heart, my liver, my kidney, my salivary glands, and my penis and my feet."
CHARLES," Oh, bird pooped on your shoulder. No, wait... Pooped on your head, then dripped onto your shoulder."
CHARLES," I'm telling you, it's good luck."
JAKE," No, it isn't, okay? That's just something people say when a bird poops on you to make you feel better because it's terrible."
HITCHCOCK," Fore, comin' in!"
JAKE," Oh, come on."
HITCHCOCK," I was at the crime scene. This guy comes up out of nowhere, confesses. Well, he says he's gotta make things right, so helps me track down his accomplices."
JAKE," That is so great, man. Looks like everything's comin' up Hitchcock."
GINA," Hey, Jake. You busy?"
JAKE," Yes, I very clearly am busy."
GINA, The medical examiner's office just called. They mishandled some evidence. So the D.A.'s gonna have to dismiss your last two busts.
JAKE, [sighs] Great. And the slump gets worse.
GINA," I don't think it's a slump. Honestly, you are straight-up cursed."
JAKE," Good to know. Can you hand me a paper towel, please, Gina?"
GINA, There's no more left.
JAKE," Yeah, that sounds right."
JAKE, Hey.
HOLT, You're dripping on my carpet.
JAKE," Oh, don't worry, sir. It's just urinal water. Clean urinal water."
CHARLES, You could eat off his shirt.
HOLT, Why would I ever eat off his shirt?
JAKE," Look, sir, I don't know what's going on, but I think I'm cursed."
HOLT," Cursed, huh?"
JAKE," The freakiest things have been happening to me. I mean, I can't solve a case to save my life. Birds are unloading on me left and right. And, two seconds ago..."
JAKE," Hey, Sarge, do we have any old t-shirts in here?"
JAKE, Cursed.
HOLT," Yeah, I've seen this kind of thing before. It happened to a friend of mine back in the 1-8. Detective Smith. We called him Smitty. He thought he was cursed, and because cops are superstitious, the whole precinct thought he was cursed."
JAKE," But then he found a case, and he solved it. And now he's married to Kate Upton."
HOLT," No. No one would go out on calls with him. He responded to a riot at a gym without backup, and got beaten up by a girls' volleyball team. It was actually quite violent."
CHARLES, Man... Girls are so scary.
HOLT," I don't want you out in the field again, Peralta. I'm pulling you from casework. You can digitize old files with Scully."
JAKE," You're benching me? No, no, no, look-- I've got a plan. Give all my open cases to Hitchcock, who's suddenly on a roll, and assign me 20 fresh ones. Eventually, my luck will turn."
HOLT," No, I don't think that's what's best for you or the squad. Not until this blows over."
JAKE, And how long will that be?
HOLT," Could be a week, could be a month."
CHARLES," Could be a year. Could be a decade. Sorry, we're just saying bigger and bigger numbers."
AMY," I don't know how to connect with these kids. They're mean and shallow and respect nothing. I mean, what kind of person would they even listen to?"
GINA," Hitchcock, stop bringing your food in little tupperware containers. It hurts my fingers when I'm trying to open it."
HITCHCOCK, Sorry!
AMY," Hey, Gina. That's a super cute--"
GINA, What do you want?
AMY, --Sweater. Okay. Rosa and I think it would be great if you talked to the kids.
GINA," Mm, I thought only cops could help."
ROSA," In this case, not being a cop might actually be better."
GINA," Mm, that's true. In all cases, cops are the worst."
JAKE," ""Enter the numbers from this report into the corresponding boxes on the screen. Then fill out these fields."" And I'm in a coma. Hey, Hitchcock. Help me out, man. I'm so bored. Let me jump back on that murder with you."
HITCHCOCK, No. I got it.
JAKE," Come on, man, let me just--"
HITCHCOCK," No, don't touch it! You're contagious. Everything could fall apart!"
HOLT," Peralta, leave Hitchcock alone! Come here. I got in touch with Smitty. He says that you should rub this rabbit's foot with your left forefinger and your pinky, like this, for good luck. Okay? Now you try it."
JAKE," Okay. Yep. It's definitely helping. I can feel it. The curse is lifting off of me. Ah, hand cramp!"
HOLT," Rub, rub, rub."
CHARLES, You okay?
TERRY, The fairy princess castle has defeated me. I'm a grown man with man hands and a man brain. I should be able to put together a dollhouse in less than four hours. Why does it have to be so hard? Look... This screw has three point sides. And nowhere to screw it in! [screw clatters to floor] And there's wheels. What kind of castle has wheels? [screams as he starts destroying what's left of the castle]
JAKE," 117A. Yes. 117B. Yes. 118A. Wait a minute. Hey, just heading to the can."
HOLT, Take the rabbit's foot.
JAKE, Roger that.
CHARLES, Hey. What's going on?
JAKE," Well, I'm not allowed to leave my desk, so we have to meet in here."
CHARLES, So what you're saying is that this is kind of a...
JAKE," No, for the last time, Charles, we don't need a clubhouse."
CHARLES, You know what I'm thinking?
JAKE, No clubhouse.
JAKE," I need you to make these calls for me. Don't let Holt see you. But if my hunch is right, the slump is over. Come through for me, Boyle."
CHARLES, You know I will.
JAKE, All right.
CHARLES," I'm just saying, put a couple leather chairs in here."
JAKE, Go!
GINA," Children, your problem is not that you're troubled or at-risk or bad dressers. Is that a trucker hat? Still? Come on. Your problem... is that you don't have passion for anything. My life turned around when I found my passion. And today, well I hope to inspire you with it. [clicks to turn on Christina Aguilera's Beautiful and she starts dancing, after a while she shuts off the music and sits on the table] What are we thinking? Yes, in the denim."
KID #2, I think I speak for everyone when I say your weird dancing was just weird.
GINA," Fine. Cops make $52,000 a year. You never have to stop at a red light. And you get to carry a gun. Who wants in? Boom, boom, boom, boom, boom. Yes."
AMY," Oh, my god. You got eight kids to sign up. How did you know that would work?"
GINA, That's what made me sign up when I was a kid.
ROSA, You did this program?
GINA, Mm-hmm. Yeah. It does not work.
CHARLES, They're here.
JAKE, Fantastic. Too dramatic?
CHARLES, No.
JAKE, Hi.
MR. TERRINO, Why are we in the bathroom?
JAKE," I thought you might ask that, and I will answer in due time. But first, I know what happened to your grandma. Nothing."
MR. TERRINO, What are you talking about?
JAKE," The reason I couldn't find her is because she never existed. I had Detective Boyle make some calls, and it turns out you've done this before. Five missing persons reports in five different states. [hands Mr. Terrino the reports] Recognize this?"
MR. TERRINO, What are you accusing us of?
JAKE," Probably insurance fraud. Definitely filing a false report and obstruction of justice. Now, you were wondering why we did this in the bathroom. It's because you're full of crap."
CHARLES, Blammo! Jake Hammer strikes again.
JAKE, Jake Hammer strikes again.
HOLT, Detectives. I see we got eight recruits for the Junior Police Program. Outstanding.
AMY," Thank you, sir. But, as important as your praise is to me, it should actually go to Gina. She's the one that got through to the kids."
GINA," Yes, I am amazing. And I only ask for one thing in repayment. A 600% raise."
HOLT," Or... I can give you a zero percent raise and make you my personal assistant, which is what I'm doing. I think you have hidden talents, which will make you surprisingly good at the job."
GINA," No, I have no talents."
HOLT, You start Monday.
GINA, Ugh. Constantly getting Holt's approval is the worst.
AMY," Yes, I can only imagine."
JAKE," Well, the curse is over. The slump is done. Jake is back. Permission to take a selfie of the two of us, sir? [holds out phone in front of both their faces]"
HOLT, Permission denied.
JAKE," Too late. Ah, that was a good one."
HOLT," So, the rabbit's foot worked, huh?"
JAKE," Ah, maybe. All I know is my mind was so numb from doing all that boring data entry that my brain kind of rebooted, and I had an inspiration about one of my old cases. [deep breath] And I now see that that was your plan all along. And that you're capable of smiling."
HOLT," All talented detectives haves their ups and downs, Peralta."
JAKE, So you think I'm talented. You said it. No takebacks.
HOLT, You know why Boyle doesn't slump?
JAKE, Because his whole life is a slump?
HOLT," Because he doesn't let adversity get him down. He keeps grinding. If I'd given you those new cases, the second you hit a snag, you would have spiraled again. You need to stay out of your own head."
JAKE," Okay. But, sir, I don't get it. If that was your plan, why bother with Smitty and the rabbit's foot?"
HOLT," Well, there's a very good reason for that. I was, uh, I believe the term is, uh... messing with you."
JAKE," Oh... I see what's going on here. We're becoming homies. Office Christmas card candidate, right here! Me and Holt are homies!"
CHARLES," Hey, Sarge. I assembled the castle for you. Here it is."
TERRY," Oh, my god. What happened to all the princess flourishes?"
CHARLES," Well, they were destroyed, so I turned it into a princess police station. You know, some jobs take brains, some jobs take muscles, some jobs take dainty little fingers. Did I ever tell you I had to wear a woman's wedding ring?"
TERRY," Thank you, Boyle. I appreciate it."
CHARLES," You're a good dad. Don't put so much pressure on yourself. Oh, check this out. Working siren. [flicks a switch and a siren starts blaring] I'll fix that!"
AMY, I'm so glad we could finally do this.
DATE," I know, Kylie says you're always stuck at the precinct."
AMY," Yeah. Speaking of, this is work. Sorry. What's up, Peralta?"
JAKE, Captain called. He needs everybody back. There's a lead on the nightingale strangler.
AMY, Okay.
JAKE," His M.O. is he finds lonely women with no friends, poisons their food, and then guts 'em in his van. It's pretty gnarly. Last seen wearing a salmon shirt, grey blazer, and witnesses have said he has trouble fitting lettuce in his mouth."
AMY, Okay. Where are you?
JAKE," Apparently has the world's smallest pen1s and doesn't know how to use it... Hi, there, I'm Jake Peralta, Amy's boss. That's not true."
AMY, What are you doing here?
JAKE, I'm here on a date. Who is now leaving. Worth it. Have a great night.
DATE, Your boss seems really nice.
AMY, He's not my boss.
JAKE," Yes, I am!"
JAKE," And with a record five felonies solved in one week, Peralta pulls ahead. Did you guys hear that I solved five felonies in a week?"
AMY, We heard.
JAKE, Really? How?
JAKE," Five felonies in one week! Light 'em up, Boyle."
JAKE, That's the sweet taste of triumph.
ROSA, You should shower more.
JAKE, Yep.
TERRY, Updates on open cases.
CHARLES, I just got a DOA on Bessimer street.
TERRY," You're the primary, you're in charge. Take Diaz and Peralta."
BOYLE, Yes. My fantasy threesome. Of cops on a case.
HOLT," Detectives, our monthly crime statistics are due. I want all paperwork on your closed cases by tomorrow. Scully, you can just write ""I didn't close any"" on a piece of paper."
SCULLY, You got it.
AMY," I already got my paperwork in, Captain."
CAPTAIN HOLT, Then I guess this little reminder isn't for you.
